best_id_articulo,best_codigo,best_articulo,best_marca,best_modelo,best_colores,best_talle,best_pack,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score
SEPU56MNBL5,z16-950056-02,Puma 950056-02 Traction Crew Sock 1P Marino/Blanco 5,Puma,950056,MN,5,,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+marca+jaccard_0.73,296,950056,950056-02 T5 Puma Traction Crew Sock Marino 1P,950056-02 T120,Terminado,6,295,950056-01 T5 Puma Traction Crew Sock Blanco 1P,81,297,950056-03 T5 Puma Traction Crew Sock Negro 1P,79
SEPU56NEBL4,z15-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 4,Puma,950056,NE,4,,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+marca+jaccard_0.73,294,950056,950056-03 T4 Puma Traction Crew Sock Negro 1P,950056-03 T110,Terminado,6,292,950056-01 T4 Puma Traction Crew Sock Blanco 1P,81,293,950056-02 T4 Puma Traction Crew Sock Marino 1P,79
SEPU56NEBL5,z16-950056-03,Puma 950056-03 Traction Crew Sock 1P Negro/Blanco 5,Puma,950056,NE,5,,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+marca+jaccard_0.73,297,950056,950056-03 T5 Puma Traction Crew Sock Negro 1P,950056-03 T120,Terminado,6,295,950056-01 T5 Puma Traction Crew Sock Blanco 1P,81,296,950056-02 T5 Puma Traction Crew Sock Marino 1P,79
SERS709BL4,RS709,RED SPORT 709 Antideslizante Blanco 4,RED SPORT,709,BL,4,,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+marca+jaccard_0.62,444,709,709 T4 Red Sport Antideslizante Blanco 1P,Antideslizante T4,Terminado,4,445,709 T4 Red Sport Antideslizante Negro 1P,78,446,709 T5 Red Sport Antideslizante Blanco 1P,62
SERS709BL5,RS709,RED SPORT 709 Antideslizante Blanco 5,RED SPORT,709,BL,5,,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+marca+jaccard_0.62,446,709,709 T5 Red Sport Antideslizante Blanco 1P,Antideslizante T5,Terminado,4,447,709 T5 Red Sport Antideslizante Negro 1P,78,444,709 T4 Red Sport Antideslizante Blanco 1P,62
SERS709NE5,RS709,RED SPORT 709 Antideslizante Negro 5,RED SPORT,709,NE,5,,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+marca+jaccard_0.62,447,709,709 T5 Red Sport Antideslizante Negro 1P,Antideslizante T5,terminado,4,446,709 T5 Red Sport Antideslizante Blanco 1P,78,445,709 T4 Red Sport Antideslizante Negro 1P,62
VA510BLNE5,VA510,Varios 510 SOX Bipacks LISA Bl/Ne 5,Varios,510,BL/NE,5,2,MATCH_ALTO,alta,99,B_model+talle+color_overlap_2+color0+pack,269,510,510-01 T5 BS Medias Antideslizante Bl/Ne 2P,510-01 T40/43,Terminado,9,270,510-03 T5 BS Medias Antideslizante Blanco 2P,86,272,510-02 T5 BS Medias Antideslizante Negro 2P,81
PU4491BLBLBL3,w1-907958-02,Puma 7958-02 Sport Junior T:4 3P Bl/Bl/Bl 3,Puma,907958,BL/BL/BL,3,3,MATCH_BAJO,baja,62,B_model+talle_diff+color_overlap_1+color0+pack+marca+jaccard_0.38,213,907958,907958-02 T4 Puma Sport Junior Blanco 3P,907958-02 T120,Terminado,3,214,907958-04 T4 Puma Sport Junior Fr/Ce/Mn 3P,45,215,907958-01 T4 Puma Sport Junior Negro 3P,45
PU4491NENENE3,w1-907958-01,Puma 7958-01 Sport Junior T:4 3P Ne/Ne/Ne 3,Puma,907958,NE/NE/NE,3,3,MATCH_BAJO,baja,62,B_model+talle_diff+color_overlap_1+color0+pack+marca+jaccard_0.38,215,907958,907958-01 T4 Puma Sport Junior Negro 3P,907958-01 T120,Terminado,3,213,907958-02 T4 Puma Sport Junior Blanco 3P,45,214,907958-04 T4 Puma Sport Junior Fr/Ce/Mn 3P,45
PU6512FUGRBL5,u3-6512-892576/02,Puma 2576-02 Unisex Sneakers Half Terry 3P Fu/Gr/Bl 5,Puma,6512,FU/GR/BL,5,3,MATCH_BAJO,baja,61,B_model+color_overlap_1+marca,817,6512,2576 Puma Sneakers Half Terry 1P Blanco Logo Negro,,Terminado,1,,,,,,
PU7964NENE3,c2-907964-01,Puma 7964-01 CLYDE JUNIOR Q Ne/Ne 3,Puma,907964,NE/NE,3,2,MATCH_BAJO,baja,61,B_model+talle_diff+color_overlap_1+color0+pack+marca,645,907964,907964-01 Puma Clyde Junior Quarter Negro 2P,907964-01 T110,Terminado,5,1372,907964-00 Puma Clyde Junior Quarter Su/Su 2P 2da,54,643,907964-02 Puma Clyde Junior Quarter Blanco 2P,44
PU6512BLGRNE5,u1-6512-892576/01,PUMA 2576-01 Unisex Sneakers Half Terry 3P Bl/Gr/Ne 5,Puma,6512,BL/GR/NE,5,3,MATCH_MEDIO,media,76,B_model+color_overlap_2+color0+marca,817,6512,2576 Puma Sneakers Half Terry 1P Blanco Logo Negro,,Terminado,1,,,,,,
PU7964MNBL3,c2-907964-03,Puma 7964-03 CLYDE JUNIOR Q Mn/Bl 3,Puma,907964,MN/BL,3,2,MATCH_MEDIO,media,75,B_model+talle_diff+color_overlap_2+color0+pack+marca+jaccard_0.50,644,907964,907964-03 Puma Clyde Junior Quarter Mn/Bl 2P,907964-03 T110,Terminado,5,646,907964-04 Puma Clyde Junior Quarter Rs/Bl 2P,55,643,907964-02 Puma Clyde Junior Quarter Blanco 2P,54
PU7964RSBL3,c2-907964-04,Puma 7964-04 CLYDE JUNIOR Q Rs/Bl 3,Puma,907964,RS/BL,3,2,MATCH_MEDIO,media,75,B_model+talle_diff+color_overlap_2+color0+pack+marca+jaccard_0.50,646,907964,907964-04 Puma Clyde Junior Quarter Rs/Bl 2P,907964-04 T120,Terminado,5,644,907964-03 Puma Clyde Junior Quarter Mn/Bl 2P,55,643,907964-02 Puma Clyde Junior Quarter Blanco 2P,54
VA510MNMN4,VA510,Varios 510 SOX Bipacks LISA Mn/Mn 4,Varios,510,MN/MN,4,2,MATCH_MEDIO,media,86,B_model+talle+color_overlap_1+color0+pack,266,510,510-05 T4 BS Medias Antideslizante Marino 2P,510-05 T35/39,Terminado,9,264,510-01 T4 BS Medias Antideslizante Bl/Ne 2P,71,265,510-03 T4 BS Medias Antideslizante Blanco 2P,71
VA510MNMN5,VA510,Varios 510 SOX Bipacks LISA Mn/Mn 5,Varios,510,MN/MN,5,2,MATCH_MEDIO,media,86,B_model+talle+color_overlap_1+color0+pack,271,510,510-05 T5 BS Medias Antideslizante Marino 2P,510-05 T40/43,Terminado,9,269,510-01 T5 BS Medias Antideslizante Bl/Ne 2P,71,270,510-03 T5 BS Medias Antideslizante Blanco 2P,71
LE3953CRCR4,LE3953,Levis 3953-W004 Low Cut Sport 2P Cr/Cr 4,Levis,3953,CR/CR,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE3953MNMN4,LE3953,Levis 3953-W003 Low Cut Sport 2P Mn/Mn 4,Levis,3953,MN/MN,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE7862GTM45,LE7862,Levis (7862)7864-M004 Reg Cut Wordmark Logo 2P Gt/M4 5,Levis,7862,M4,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE7862NENE5,LE7862,Levis (7862)7864-M006 Reg Cut Wordmark Logo 2P Ne/Ne 5,Levis,7862,NE/NE,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE7870CRCR4,LE7870,Levis 7870-W004 Short Cut Logo Sport 2P Cr/Cr 4,Levis,7870,CR/CR,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE7870NENE4,LE7870,Levis 7870-W001 Short Cut Logo Sport 2P Ne/Ne 4,Levis,7870,NE/NE,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE8459AEMN5,LE8459,Levis 8459-M001 Reg Cut Bandana Print 2P Ae/Mn 5,Levis,8459,AE/MN,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
LE8459BLM45,LE8459,Levis 8459-M002 Reg Cut Bandana Print 2P Bl/M4 5,Levis,8459,BL/M4,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU2392AZAZ3,d1-2392-907959/04,Puma 7959-04 Separate Tees Az/Az 3,Puma,2392,AZ/AZ,3,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU2392BLBL3,d1-2392-907959/02,Puma 7959-02 Separate Tees Bl/Bl 3,Puma,2392,BL/BL,3,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU2392NENE3,d1-2392-907959/01,Puma 7959-01 Puma Easy Rider JR Ne/Ne 3,Puma,2392,NE/NE,3,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU595BLBLBL5,q1-7312-892574/01,PUMA 6110-01 Sport 3P Bl/Bl/Bl 5,Puma,7312,BL/BL/BL,5,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU595GMM4NE5,q2-7312-892574/02,PUMA 2574-02 Sport 3P Gm/M4/Ne 5,Puma,7312,GM/M4/NE,5,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU595NENENE5,q3-7312-892574/03,PUMA 2574-03 Sport 3P Ne/Ne/Ne 5,Puma,7312,NE/NE/NE,5,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU7471BECR4,PU7471,Puma 7571-01 Rib Mesh Sneaker 2P Be/Cr 4,Puma,7471,BE/CR,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU7471RSBL4,PU7471,Puma 7571-04 Rib Mesh Sneaker 2P Rs/Bl 4,Puma,7471,RS/BL,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU7943NENENE5,r11907943-01,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 5,Puma,119079,NE/NE/NE,5,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU7946BLBL5,PU7946,Puma 7946-02 Heritage Quarter 2P Bl/Bl 5,Puma,7946,BL/BL,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
PU7946NENE5,PU7946,Puma 7946-01 Heritage Quarter 2P Ne/Ne 5,Puma,7946,NE/NE,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEAT2409BLNE4,AT2409,Atomik 2409 Medias Padel Blanco/Negro 4,Atomik,2409,BL/NE,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEAT2409NEBL4,AT2409,Atomik 2409 Medias Padel Negro/Blanco 4,Atomik,2409,NE/BL,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEAT2410BLNE5,AT2410,Atomik 2410 Medias Futbol 1P Blanco/Negro 5,Atomik,2410,BL/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEAT2410MNBL4,AT2410,Atomik 2410 Medias Futbol 1P Marino/Blanco 4,Atomik,2410,MN/BL,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEAT2410NEBL3,AT2410,Atomik 2410 Medias Futbol 1P Negro/Blanco 3,Atomik,2410,NE/BL,3,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4053MNBL5,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Marino/Blanco 5,Puma Bra,4053,MN/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4053ROBL4,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Rojo/Blanco 4,Puma Bra,4053,RO/BL,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4053ROBL5,PB4053,Puma 4053 (Medias)Cai Home Socks 2026 Rojo/Blanco 5,Puma Bra,4053,RO/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4054MNBL5,PB4054,Puma 4054 (Panto)Cai Stirup Away I 2026 Marino/Blanco 5,Puma Bra,4054,MN/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4054ROBL5,PB4054,Puma 4054 (Panto)Cai Stirup Home 2026 Rojo/Blanco 5,Puma Bra,4054,RO/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4055FUNE5,PB4055,Puma 4055 (Panto)Cai Stirup Socks GK Away 2026 Fucsia/Negro 5,Puma Bra,4055,FU/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4055GRNE5,PB4055,Puma Bra 4055 (Panto)Cai Stirup GK Third ADP 2026 (78098)Gris/Negro 5,Puma Bra,4055,GR/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4055VEBL5,PB4055,Puma 4055 (Panto)Cai Stirup Socks GK Home 2026 Verde/Blanco 5,Puma Bra,4055,VE/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4056FUNE5,PB4056,Puma 4056 (Medias)Cai Socks GK Away I 2026 Fucsia/Negro 5,Puma Bra,4056,FU/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4056GRNE5,PB4056,Puma 4056 (Medias)Cai GK Third ADP 2026 (78098)Gris/Negro 5,Puma Bra,4056,GR/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEPB4056VEBL5,PB4056,Puma 4056 (Medias)Cai Socks GK Home 2026 Verde/Blanco 5,Puma Bra,4056,VE/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SETP251BLNE3,TP251,Templo 251 Antideslizante Blanco/Negro 3,Templo,251,BL/NE,3,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SETP251BLNE5,TP251,Templo  Antideslizante Blanco/Negro 5,Templo,251,BL/NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SETP251NEBL3,TP251,Templo 251 Antideslizante Negro/Blanco 3,Templo,251,NE/BL,3,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SETP251NEBL5,TP251,Templo Antideslizante Negro/Blanco 5,Templo,251,NE/BL,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869MNMN1,a6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino S,Puma BW,8869,MN/MN,1,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869MNMN2,b6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino M,Puma BW,8869,MN/MN,2,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869MNMN3,c6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino L,Puma BW,8869,MN/MN,3,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869MNMN4,d6-8869/60,Puma BW 8869 Basic Boxer Marino/Marino XL,Puma BW,8869,MN/MN,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869MNMN5,d8-8869/60,Puma BW 8869 Basic Boxer Marino/Marino XXL,Puma BW,8869,MN/MN,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869NE1,a1-8869/08-S,Puma BW 8869 Basic Boxer Negro 1,Puma BW,8869,NE,1,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869NE2,b1-8869/08-M,Puma BW 8869 Basic Boxer Negro 2,Puma BW,8869,NE,2,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869NE3,c1-8869/08-L,Puma BW 8869 Basic Boxer Negro 3,Puma BW,8869,NE,3,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869NE4,d1-8869/08-XL,Puma BW 8869 Basic Boxer Negro 4,Puma BW,8869,NE,4,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEbw8869NE5,d8-8869/08-XXL,Puma BW 8869 Basic Boxer Negro XXL,Puma BW,8869,NE,5,,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA507BLBLBL4,VA507,Varios 513 BS Soquete Bl/Bl/Bl 4,Varios,507,BL/BL/BL,4,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA507BLBLBL5,VA507,Varios 513 BS Soquete Bl/Bl/Bl 5,Varios,507,BL/BL/BL,5,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA507NENENE4,VA507,Varios 513 BS Soquete Ne/Ne/Ne 4,Varios,507,NE/NE/NE,4,3,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA517BLBL4,VA517,Varios 512 BS Soquete Anti Px2 Bl/Bl 4,Varios,517,BL/BL,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA517BLBL5,VA517,Varios 512 BS Soquete Anti Px2 Bl/Bl 5,Varios,517,BL/BL,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA517NENE4,VA517,Varios 512 BS Soquete Anti Px2 Ne/Ne 4,Varios,517,NE/NE,4,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
VA517NENE5,VA517,Varios 512 BS Soquete Anti Px2 Ne/Ne 5,Varios,517,NE/NE,5,2,SIN_CANDIDATO,ninguna,,,,,,,,0,,,,,,
SEVA508BLNE4,VA508,Varios 508 Futbol BS Blanco/Negro 4,Varios,508,BL/NE,4,,SIN_MATCH_CONFIABLE,ninguna,35,B_model+talle_diff,250,508,508-05 T5 BS Medias Futbol Rojo 1Par,508-05 T40/43,Fabricado,1,,,,,,
SEVA508NEBL4,VA508,Varios 508 Futbol BS Negro/Blanco 4,Varios,508,NE/BL,4,,SIN_MATCH_CONFIABLE,ninguna,35,B_model+talle_diff,250,508,508-05 T5 BS Medias Futbol Rojo 1Par,508-05 T40/43,Fabricado,1,,,,,,
